call_id,case_id,client_id,case_manager_id,call_date,direction,duration_seconds,outcome
CALL-0000961,CASE-000171,CL-00152,CM-004,2024-11-09,Outbound,44,Voicemail
CALL-0000962,CASE-000171,CL-00152,CM-004,2024-07-15,Inbound,13,Connected
CALL-0000963,CASE-000171,CL-00152,CM-004,2024-03-15,Outbound,7,Connected
CALL-0000964,CASE-000172,CL-00153,CM-004,2024-06-11,Outbound,85,Connected
CALL-0000965,CASE-000172,CL-00153,CM-004,2024-07-06,Outbound,434,Voicemail
CALL-0000966,CASE-000172,CL-00153,CM-004,2024-07-17,Inbound,221,Connected
CALL-0000967,CASE-000172,CL-00153,CM-004,2024-04-12,Inbound,141,Connected
CALL-0000968,CASE-000172,CL-00153,CM-004,2024-07-14,Inbound,68,Callback Requested
CALL-0000969,CASE-000172,CL-00153,CM-004,2024-03-16,Outbound,130,Voicemail
CALL-0000970,CASE-000172,CL-00153,CM-004,2024-06-12,Outbound,89,No Answer
CALL-0000971,CASE-000172,CL-00153,CM-004,2024-03-30,Outbound,55,No Answer
CALL-0000972,CASE-000172,CL-00153,CM-004,2024-04-18,Inbound,198,Connected
CALL-0000973,CASE-000173,CL-00154,CM-009,2024-01-04,Outbound,251,Connected
CALL-0000974,CASE-000173,CL-00154,CM-009,2025-04-10,Inbound,25,Connected
CALL-0000975,CASE-000173,CL-00154,CM-009,2023-11-05,Inbound,26,Connected
CALL-0000976,CASE-000173,CL-00154,CM-009,2025-03-20,Inbound,33,Connected
CALL-0000977,CASE-000173,CL-00154,CM-009,2024-01-13,Outbound,123,Voicemail
CALL-0000978,CASE-000173,CL-00154,CM-009,2023-11-08,Outbound,87,Connected
CALL-0000979,CASE-000173,CL-00154,CM-009,2023-11-29,Outbound,38,No Answer
CALL-0000980,CASE-000173,CL-00154,CM-009,2025-02-13,Inbound,228,Voicemail
CALL-0000981,CASE-000174,CL-00155,CM-006,2023-10-11,Outbound,67,Connected
CALL-0000982,CASE-000174,CL-00155,CM-006,2024-04-13,Outbound,13,Callback Requested
CALL-0000983,CASE-000174,CL-00155,CM-006,2023-11-15,Outbound,127,Connected
CALL-0000984,CASE-000174,CL-00155,CM-006,2024-01-11,Inbound,119,Voicemail
CALL-0000985,CASE-000174,CL-00155,CM-006,2024-01-17,Outbound,366,No Answer
CALL-0000986,CASE-000175,CL-00156,CM-001,2023-09-20,Outbound,2,Connected
CALL-0000987,CASE-000175,CL-00156,CM-001,2023-08-05,Outbound,97,Voicemail
CALL-0000988,CASE-000175,CL-00156,CM-001,2023-09-22,Outbound,106,No Answer
CALL-0000989,CASE-000175,CL-00156,CM-001,2023-10-31,Outbound,351,No Answer
CALL-0000990,CASE-000175,CL-00156,CM-001,2023-10-30,Outbound,97,No Answer
CALL-0000991,CASE-000176,CL-00157,CM-008,2024-03-30,Inbound,240,Voicemail
CALL-0000992,CASE-000176,CL-00157,CM-008,2024-12-22,Inbound,80,Connected
CALL-0000993,CASE-000176,CL-00157,CM-008,2023-09-23,Outbound,279,Connected
CALL-0000994,CASE-000176,CL-00157,CM-008,2024-04-08,Outbound,751,Connected
CALL-0000995,CASE-000177,CL-00158,CM-011,2024-12-31,Inbound,38,Connected
CALL-0000996,CASE-000177,CL-00158,CM-011,2025-02-17,Outbound,50,Voicemail
CALL-0000997,CASE-000177,CL-00158,CM-011,2025-02-17,Outbound,122,Voicemail
CALL-0000998,CASE-000177,CL-00158,CM-011,2024-07-15,Outbound,93,No Answer
CALL-0000999,CASE-000177,CL-00158,CM-011,2024-12-31,Outbound,364,Connected
CALL-0001000,CASE-000178,CL-00159,CM-002,2024-04-19,Outbound,10,Connected
CALL-0001001,CASE-000178,CL-00159,CM-002,2023-08-13,Inbound,52,Connected
CALL-0001002,CASE-000178,CL-00159,CM-002,2023-11-06,Inbound,6,Connected
CALL-0001003,CASE-000178,CL-00159,CM-002,2024-07-11,Outbound,442,No Answer
CALL-0001004,CASE-000178,CL-00159,CM-002,2024-03-03,Inbound,787,Connected
CALL-0001005,CASE-000179,CL-00160,CM-005,2024-11-15,Inbound,537,Voicemail
CALL-0001006,CASE-000179,CL-00160,CM-005,2024-11-10,Inbound,22,No Answer
CALL-0001007,CASE-000179,CL-00160,CM-005,2024-09-14,Outbound,46,Connected
CALL-0001008,CASE-000179,CL-00160,CM-005,2024-10-20,Outbound,215,Connected
CALL-0001009,CASE-000180,CL-00161,CM-005,2024-11-18,Inbound,89,No Answer
CALL-0001010,CASE-000180,CL-00161,CM-005,2025-03-20,Outbound,100,Callback Requested
CALL-0001011,CASE-000181,CL-00162,CM-017,2024-07-12,Outbound,24,Connected
CALL-0001012,CASE-000181,CL-00162,CM-017,2024-06-03,Outbound,5,Connected
CALL-0001013,CASE-000181,CL-00162,CM-017,2024-08-19,Inbound,144,Voicemail
CALL-0001014,CASE-000181,CL-00162,CM-017,2024-07-10,Inbound,100,Voicemail
CALL-0001015,CASE-000181,CL-00162,CM-017,2024-07-02,Inbound,115,Connected
CALL-0001016,CASE-000181,CL-00162,CM-017,2024-08-02,Outbound,136,Connected
CALL-0001017,CASE-000181,CL-00162,CM-017,2024-07-29,Inbound,73,Connected
CALL-0001018,CASE-000181,CL-00162,CM-017,2024-06-15,Outbound,164,Connected
CALL-0001019,CASE-000181,CL-00162,CM-017,2024-07-18,Outbound,112,Connected
CALL-0001020,CASE-000181,CL-00162,CM-017,2024-08-13,Outbound,130,Voicemail
CALL-0001021,CASE-000181,CL-00162,CM-017,2024-08-08,Outbound,149,Connected
CALL-0001022,CASE-000181,CL-00162,CM-017,2024-07-14,Inbound,151,Connected
CALL-0001023,CASE-000181,CL-00162,CM-017,2024-07-07,Outbound,124,Connected
CALL-0001024,CASE-000182,CL-00163,CM-016,2024-09-06,Inbound,286,Connected
CALL-0001025,CASE-000182,CL-00163,CM-016,2024-08-22,Outbound,204,Connected
CALL-0001026,CASE-000182,CL-00163,CM-016,2024-12-31,Inbound,23,Voicemail
CALL-0001027,CASE-000182,CL-00163,CM-016,2024-12-07,Outbound,322,Voicemail
CALL-0001028,CASE-000182,CL-00163,CM-016,2024-06-25,Outbound,124,No Answer
CALL-0001029,CASE-000182,CL-00163,CM-016,2024-12-10,Inbound,9,Connected
CALL-0001030,CASE-000182,CL-00163,CM-016,2024-08-11,Outbound,33,No Answer
CALL-0001031,CASE-000182,CL-00163,CM-016,2024-12-28,Inbound,1,No Answer
CALL-0001032,CASE-000182,CL-00163,CM-016,2024-12-26,Inbound,28,Connected
CALL-0001033,CASE-000182,CL-00163,CM-016,2024-10-04,Outbound,42,Wrong Number
CALL-0001034,CASE-000183,CL-00164,CM-003,2024-11-07,Outbound,259,Callback Requested
CALL-0001035,CASE-000183,CL-00164,CM-003,2024-12-16,Outbound,45,Callback Requested
CALL-0001036,CASE-000183,CL-00164,CM-003,2024-08-24,Inbound,25,Callback Requested
CALL-0001037,CASE-000183,CL-00164,CM-003,2024-11-19,Outbound,32,Callback Requested
CALL-0001038,CASE-000183,CL-00164,CM-003,2024-09-12,Outbound,178,Connected
CALL-0001039,CASE-000183,CL-00164,CM-003,2025-02-16,Inbound,599,No Answer
CALL-0001040,CASE-000183,CL-00164,CM-003,2025-01-10,Inbound,77,Connected
CALL-0001041,CASE-000183,CL-00164,CM-003,2025-02-20,Outbound,93,No Answer
CALL-0001042,CASE-000184,CL-00165,CM-013,2025-04-25,Outbound,94,Connected
CALL-0001043,CASE-000184,CL-00165,CM-013,2025-04-17,Inbound,155,Connected
CALL-0001044,CASE-000184,CL-00165,CM-013,2025-04-14,Inbound,62,Connected
CALL-0001045,CASE-000185,CL-00166,CM-002,2025-05-04,Outbound,30,No Answer
CALL-0001046,CASE-000185,CL-00166,CM-002,2025-06-07,Inbound,206,Connected
CALL-0001047,CASE-000185,CL-00166,CM-002,2025-04-15,Inbound,301,Callback Requested
CALL-0001048,CASE-000185,CL-00166,CM-002,2025-03-30,Outbound,289,Connected
CALL-0001049,CASE-000185,CL-00166,CM-002,2025-04-11,Inbound,382,Connected
CALL-0001050,CASE-000185,CL-00166,CM-002,2025-05-21,Inbound,207,Voicemail
CALL-0001051,CASE-000185,CL-00166,CM-002,2025-05-12,Inbound,145,Connected
CALL-0001052,CASE-000185,CL-00166,CM-002,2025-06-09,Outbound,384,Connected
CALL-0001053,CASE-000186,CL-00167,CM-004,2023-08-23,Outbound,56,Callback Requested
CALL-0001054,CASE-000186,CL-00167,CM-004,2023-08-10,Outbound,251,Voicemail
CALL-0001055,CASE-000186,CL-00167,CM-004,2023-10-08,Outbound,3,Voicemail
CALL-0001056,CASE-000187,CL-00168,CM-002,2024-10-11,Inbound,372,Voicemail
CALL-0001057,CASE-000187,CL-00168,CM-002,2024-02-20,Inbound,8,No Answer
CALL-0001058,CASE-000187,CL-00168,CM-002,2024-03-30,Outbound,40,No Answer
CALL-0001059,CASE-000187,CL-00168,CM-002,2024-09-24,Outbound,301,Callback Requested
CALL-0001060,CASE-000187,CL-00168,CM-002,2024-04-03,Outbound,212,Connected
CALL-0001061,CASE-000187,CL-00168,CM-002,2024-06-07,Outbound,11,Voicemail
CALL-0001062,CASE-000187,CL-00168,CM-002,2023-11-27,Inbound,15,Voicemail
CALL-0001063,CASE-000187,CL-00168,CM-002,2023-11-29,Inbound,25,Voicemail
CALL-0001064,CASE-000188,CL-00169,CM-010,2024-07-06,Inbound,313,Voicemail
CALL-0001065,CASE-000188,CL-00169,CM-010,2024-02-12,Outbound,224,No Answer
CALL-0001066,CASE-000188,CL-00169,CM-010,2025-05-15,Outbound,42,Connected
CALL-0001067,CASE-000188,CL-00169,CM-010,2024-06-14,Outbound,179,Connected
CALL-0001068,CASE-000189,CL-00170,CM-001,2024-08-05,Outbound,401,Wrong Number
CALL-0001069,CASE-000189,CL-00170,CM-001,2024-01-27,Outbound,261,Connected
CALL-0001070,CASE-000189,CL-00170,CM-001,2024-12-15,Outbound,281,Voicemail
CALL-0001071,CASE-000190,CL-00171,CM-016,2024-09-11,Outbound,148,Voicemail
CALL-0001072,CASE-000190,CL-00171,CM-016,2024-09-30,Inbound,18,Connected
CALL-0001073,CASE-000190,CL-00171,CM-016,2024-09-09,Inbound,81,Connected
CALL-0001074,CASE-000190,CL-00171,CM-016,2024-09-22,Outbound,56,Callback Requested
CALL-0001075,CASE-000190,CL-00171,CM-016,2024-09-07,Outbound,80,Wrong Number
CALL-0001076,CASE-000190,CL-00171,CM-016,2024-09-18,Outbound,34,Connected
CALL-0001077,CASE-000191,CL-00172,CM-014,2024-06-14,Outbound,11,Connected
CALL-0001078,CASE-000191,CL-00172,CM-014,2024-11-10,Inbound,51,Callback Requested
CALL-0001079,CASE-000191,CL-00172,CM-014,2024-12-16,Outbound,162,Voicemail
CALL-0001080,CASE-000191,CL-00172,CM-014,2024-09-17,Outbound,368,Callback Requested
CALL-0001081,CASE-000192,CL-00173,CM-007,2024-04-25,Outbound,98,Connected
CALL-0001082,CASE-000192,CL-00173,CM-007,2024-02-17,Outbound,0,Connected
CALL-0001083,CASE-000192,CL-00173,CM-007,2024-05-26,Inbound,1,No Answer
CALL-0001084,CASE-000192,CL-00173,CM-007,2023-08-31,Outbound,287,Connected
CALL-0001085,CASE-000192,CL-00173,CM-007,2023-11-17,Inbound,50,Connected
CALL-0001086,CASE-000192,CL-00173,CM-007,2024-08-15,Inbound,145,Voicemail
CALL-0001087,CASE-000192,CL-00173,CM-007,2023-10-17,Outbound,99,Connected
CALL-0001088,CASE-000192,CL-00173,CM-007,2023-11-12,Outbound,61,Connected
CALL-0001089,CASE-000193,CL-00174,CM-002,2024-08-25,Outbound,99,Voicemail
CALL-0001090,CASE-000193,CL-00174,CM-002,2024-11-15,Inbound,56,Callback Requested
CALL-0001091,CASE-000193,CL-00174,CM-002,2025-05-10,Outbound,229,Voicemail
CALL-0001092,CASE-000193,CL-00174,CM-002,2024-10-13,Outbound,190,Connected
CALL-0001093,CASE-000193,CL-00174,CM-002,2025-01-01,Outbound,274,No Answer
CALL-0001094,CASE-000193,CL-00174,CM-002,2025-01-11,Outbound,312,Connected
CALL-0001095,CASE-000193,CL-00174,CM-002,2025-03-05,Inbound,36,Connected
CALL-0001096,CASE-000193,CL-00174,CM-002,2025-05-08,Inbound,152,Callback Requested
CALL-0001097,CASE-000193,CL-00174,CM-002,2024-05-23,Outbound,22,Connected
CALL-0001098,CASE-000194,CL-00174,CM-012,2024-09-08,Inbound,12,Connected
CALL-0001099,CASE-000194,CL-00174,CM-012,2024-06-07,Outbound,57,Callback Requested
CALL-0001100,CASE-000194,CL-00174,CM-012,2024-10-11,Outbound,54,Connected
CALL-0001101,CASE-000194,CL-00174,CM-012,2025-01-28,Inbound,77,Connected
CALL-0001102,CASE-000195,CL-00175,CM-010,2024-10-24,Outbound,60,Voicemail
CALL-0001103,CASE-000195,CL-00175,CM-010,2024-11-09,Outbound,774,Connected
CALL-0001104,CASE-000195,CL-00175,CM-010,2024-08-27,Outbound,50,No Answer
CALL-0001105,CASE-000195,CL-00175,CM-010,2024-12-09,Outbound,108,Connected
CALL-0001106,CASE-000196,CL-00175,CM-013,2024-12-14,Inbound,57,Connected
CALL-0001107,CASE-000196,CL-00175,CM-013,2024-12-08,Outbound,121,Connected
CALL-0001108,CASE-000196,CL-00175,CM-013,2024-10-26,Outbound,69,Connected
CALL-0001109,CASE-000196,CL-00175,CM-013,2025-04-15,Inbound,470,No Answer
CALL-0001110,CASE-000196,CL-00175,CM-013,2024-10-18,Inbound,72,Connected
CALL-0001111,CASE-000197,CL-00176,CM-004,2024-05-08,Inbound,58,Connected
CALL-0001112,CASE-000197,CL-00176,CM-004,2024-03-21,Outbound,0,Connected
CALL-0001113,CASE-000197,CL-00176,CM-004,2023-10-26,Outbound,201,Connected
CALL-0001114,CASE-000197,CL-00176,CM-004,2024-06-10,Inbound,280,Connected
CALL-0001115,CASE-000197,CL-00176,CM-004,2024-11-12,Inbound,87,Connected
CALL-0001116,CASE-000197,CL-00176,CM-004,2024-09-21,Inbound,78,Voicemail
CALL-0001117,CASE-000197,CL-00176,CM-004,2024-10-24,Outbound,108,Connected
CALL-0001118,CASE-000197,CL-00176,CM-004,2024-01-18,Inbound,23,No Answer
CALL-0001119,CASE-000198,CL-00177,CM-009,2025-03-19,Inbound,114,Voicemail
CALL-0001120,CASE-000198,CL-00177,CM-009,2025-05-04,Inbound,292,Connected
CALL-0001121,CASE-000198,CL-00177,CM-009,2025-03-21,Outbound,219,Connected
CALL-0001122,CASE-000198,CL-00177,CM-009,2025-03-25,Outbound,60,Callback Requested
CALL-0001123,CASE-000198,CL-00177,CM-009,2025-03-10,Inbound,3,Connected
CALL-0001124,CASE-000198,CL-00177,CM-009,2025-03-26,Outbound,236,Connected
CALL-0001125,CASE-000198,CL-00177,CM-009,2025-04-11,Inbound,99,Connected
CALL-0001126,CASE-000198,CL-00177,CM-009,2025-04-09,Outbound,65,Connected
CALL-0001127,CASE-000198,CL-00177,CM-009,2025-04-03,Outbound,58,No Answer
CALL-0001128,CASE-000198,CL-00177,CM-009,2025-05-01,Inbound,312,Connected
CALL-0001129,CASE-000198,CL-00177,CM-009,2025-04-16,Inbound,221,Voicemail
CALL-0001130,CASE-000199,CL-00178,CM-011,2023-10-29,Inbound,288,Voicemail
CALL-0001131,CASE-000199,CL-00178,CM-011,2024-01-05,Outbound,258,No Answer
CALL-0001132,CASE-000200,CL-00179,CM-010,2025-05-16,Outbound,118,Connected
CALL-0001133,CASE-000200,CL-00179,CM-010,2025-05-23,Inbound,185,Connected
CALL-0001134,CASE-000200,CL-00179,CM-010,2025-05-22,Inbound,75,Callback Requested
CALL-0001135,CASE-000200,CL-00179,CM-010,2025-05-17,Outbound,430,Connected
CALL-0001136,CASE-000200,CL-00179,CM-010,2025-05-23,Outbound,193,Callback Requested
CALL-0001137,CASE-000200,CL-00179,CM-010,2025-06-02,Inbound,86,Connected
CALL-0001138,CASE-000200,CL-00179,CM-010,2025-05-24,Outbound,148,Connected
CALL-0001139,CASE-000200,CL-00179,CM-010,2025-05-20,Outbound,80,Voicemail
CALL-0001140,CASE-000200,CL-00179,CM-010,2025-05-24,Inbound,135,Voicemail
CALL-0001141,CASE-000201,CL-00180,CM-005,2023-12-13,Inbound,4,No Answer
CALL-0001142,CASE-000201,CL-00180,CM-005,2023-09-15,Outbound,431,Connected
CALL-0001143,CASE-000201,CL-00180,CM-005,2024-01-22,Outbound,17,Connected
CALL-0001144,CASE-000201,CL-00180,CM-005,2023-09-27,Inbound,29,Connected
CALL-0001145,CASE-000201,CL-00180,CM-005,2024-02-13,Inbound,84,Connected
CALL-0001146,CASE-000201,CL-00180,CM-005,2023-12-27,Outbound,279,Connected
CALL-0001147,CASE-000201,CL-00180,CM-005,2023-10-29,Outbound,38,Callback Requested
CALL-0001148,CASE-000202,CL-00181,CM-015,2025-04-24,Outbound,234,Connected
CALL-0001149,CASE-000202,CL-00181,CM-015,2025-04-11,Inbound,133,Wrong Number
CALL-0001150,CASE-000202,CL-00181,CM-015,2025-04-23,Outbound,53,No Answer
CALL-0001151,CASE-000202,CL-00181,CM-015,2025-04-27,Outbound,297,No Answer
CALL-0001152,CASE-000202,CL-00181,CM-015,2025-05-03,Outbound,10,Connected
CALL-0001153,CASE-000202,CL-00181,CM-015,2025-04-14,Outbound,16,Connected
CALL-0001154,CASE-000202,CL-00181,CM-015,2025-04-29,Outbound,39,Connected
CALL-0001155,CASE-000202,CL-00181,CM-015,2025-03-23,Inbound,42,Connected
CALL-0001156,CASE-000203,CL-00182,CM-014,2025-05-11,Outbound,235,Connected
CALL-0001157,CASE-000203,CL-00182,CM-014,2025-05-25,Outbound,196,Connected
CALL-0001158,CASE-000203,CL-00182,CM-014,2025-05-13,Inbound,270,Connected
CALL-0001159,CASE-000203,CL-00182,CM-014,2025-05-29,Outbound,34,Voicemail
CALL-0001160,CASE-000204,CL-00183,CM-005,2025-06-30,Outbound,33,Wrong Number
CALL-0001161,CASE-000204,CL-00183,CM-005,2025-06-25,Outbound,165,Voicemail
CALL-0001162,CASE-000204,CL-00183,CM-005,2025-06-25,Outbound,467,No Answer
CALL-0001163,CASE-000204,CL-00183,CM-005,2025-06-30,Outbound,94,Callback Requested
CALL-0001164,CASE-000204,CL-00183,CM-005,2025-06-30,Inbound,284,Voicemail
CALL-0001165,CASE-000205,CL-00183,CM-013,2025-06-29,Outbound,458,Connected
CALL-0001166,CASE-000205,CL-00183,CM-013,2025-06-30,Inbound,46,Voicemail
CALL-0001167,CASE-000205,CL-00183,CM-013,2025-06-30,Inbound,35,Connected
CALL-0001168,CASE-000205,CL-00183,CM-013,2025-06-26,Inbound,230,Connected
CALL-0001169,CASE-000205,CL-00183,CM-013,2025-06-29,Outbound,169,Connected
CALL-0001170,CASE-000205,CL-00183,CM-013,2025-06-30,Inbound,155,Voicemail
CALL-0001171,CASE-000205,CL-00183,CM-013,2025-06-30,Inbound,354,Connected
CALL-0001172,CASE-000205,CL-00183,CM-013,2025-06-30,Outbound,123,Connected
CALL-0001173,CASE-000205,CL-00183,CM-013,2025-06-30,Outbound,80,Connected
CALL-0001174,CASE-000205,CL-00183,CM-013,2025-06-24,Outbound,33,Callback Requested
CALL-0001175,CASE-000205,CL-00183,CM-013,2025-06-29,Outbound,528,Connected
CALL-0001176,CASE-000205,CL-00183,CM-013,2025-06-28,Inbound,129,No Answer
CALL-0001177,CASE-000206,CL-00184,CM-016,2025-05-01,Inbound,514,Connected
CALL-0001178,CASE-000206,CL-00184,CM-016,2025-02-27,Inbound,118,Connected
CALL-0001179,CASE-000206,CL-00184,CM-016,2025-06-02,Inbound,70,Connected
CALL-0001180,CASE-000206,CL-00184,CM-016,2025-04-13,Outbound,14,Connected
CALL-0001181,CASE-000206,CL-00184,CM-016,2025-06-07,Inbound,288,Connected
CALL-0001182,CASE-000206,CL-00184,CM-016,2025-06-18,Outbound,267,Callback Requested
CALL-0001183,CASE-000206,CL-00184,CM-016,2025-04-02,Inbound,826,Connected
CALL-0001184,CASE-000206,CL-00184,CM-016,2025-05-29,Outbound,53,Connected
CALL-0001185,CASE-000206,CL-00184,CM-016,2025-02-27,Outbound,175,Voicemail
CALL-0001186,CASE-000207,CL-00184,CM-001,2025-02-11,Outbound,29,Callback Requested
CALL-0001187,CASE-000207,CL-00184,CM-001,2025-03-18,Outbound,65,Callback Requested
CALL-0001188,CASE-000207,CL-00184,CM-001,2025-02-12,Inbound,64,Connected
CALL-0001189,CASE-000207,CL-00184,CM-001,2025-02-13,Outbound,73,Callback Requested
CALL-0001190,CASE-000207,CL-00184,CM-001,2025-03-11,Outbound,7,Connected
CALL-0001191,CASE-000207,CL-00184,CM-001,2025-02-12,Outbound,48,Connected
CALL-0001192,CASE-000207,CL-00184,CM-001,2025-03-03,Outbound,199,Voicemail
CALL-0001193,CASE-000208,CL-00185,CM-008,2025-03-05,Outbound,73,Connected
CALL-0001194,CASE-000208,CL-00185,CM-008,2025-05-20,Outbound,51,Voicemail
CALL-0001195,CASE-000209,CL-00186,CM-015,2024-10-26,Outbound,204,Voicemail
CALL-0001196,CASE-000210,CL-00187,CM-014,2025-02-23,Outbound,75,Connected
CALL-0001197,CASE-000210,CL-00187,CM-014,2025-03-30,Outbound,340,Voicemail
CALL-0001198,CASE-000210,CL-00187,CM-014,2025-05-14,Outbound,95,No Answer
CALL-0001199,CASE-000210,CL-00187,CM-014,2025-03-16,Outbound,669,Connected
CALL-0001200,CASE-000211,CL-00188,CM-013,2024-01-14,Inbound,0,Connected
CALL-0001201,CASE-000211,CL-00188,CM-013,2024-12-13,Outbound,692,Callback Requested
CALL-0001202,CASE-000211,CL-00188,CM-013,2024-09-21,Inbound,84,Voicemail
CALL-0001203,CASE-000211,CL-00188,CM-013,2024-08-10,Outbound,322,No Answer
CALL-0001204,CASE-000212,CL-00188,CM-004,2023-11-09,Outbound,90,Voicemail
CALL-0001205,CASE-000212,CL-00188,CM-004,2023-10-17,Inbound,39,Connected
CALL-0001206,CASE-000212,CL-00188,CM-004,2023-11-26,Outbound,178,Callback Requested
CALL-0001207,CASE-000212,CL-00188,CM-004,2023-12-04,Inbound,290,Voicemail
CALL-0001208,CASE-000212,CL-00188,CM-004,2023-10-25,Inbound,101,Connected
CALL-0001209,CASE-000212,CL-00188,CM-004,2023-11-19,Inbound,136,No Answer
CALL-0001210,CASE-000212,CL-00188,CM-004,2023-11-22,Outbound,128,No Answer
CALL-0001211,CASE-000213,CL-00189,CM-002,2024-10-14,Inbound,71,Voicemail
CALL-0001212,CASE-000213,CL-00189,CM-002,2024-10-04,Inbound,228,Connected
CALL-0001213,CASE-000213,CL-00189,CM-002,2025-01-02,Outbound,50,Voicemail
CALL-0001214,CASE-000213,CL-00189,CM-002,2024-11-27,Outbound,622,Connected
CALL-0001215,CASE-000214,CL-00190,CM-007,2024-11-15,Outbound,71,Connected
CALL-0001216,CASE-000214,CL-00190,CM-007,2024-09-11,Outbound,152,Voicemail
CALL-0001217,CASE-000214,CL-00190,CM-007,2025-03-07,Inbound,34,Voicemail
CALL-0001218,CASE-000214,CL-00190,CM-007,2024-12-04,Inbound,588,Voicemail
CALL-0001219,CASE-000215,CL-00191,CM-009,2025-05-01,Inbound,136,Connected
CALL-0001220,CASE-000215,CL-00191,CM-009,2025-03-31,Inbound,4,Callback Requested
CALL-0001221,CASE-000215,CL-00191,CM-009,2025-04-14,Inbound,109,Connected
CALL-0001222,CASE-000215,CL-00191,CM-009,2025-04-04,Outbound,21,Connected
CALL-0001223,CASE-000216,CL-00192,CM-004,2024-11-30,Outbound,87,Connected
CALL-0001224,CASE-000216,CL-00192,CM-004,2024-12-02,Inbound,410,Voicemail
CALL-0001225,CASE-000216,CL-00192,CM-004,2024-07-19,Outbound,455,No Answer
CALL-0001226,CASE-000216,CL-00192,CM-004,2024-09-13,Outbound,521,Callback Requested
CALL-0001227,CASE-000216,CL-00192,CM-004,2024-09-18,Outbound,169,Voicemail
CALL-0001228,CASE-000217,CL-00193,CM-011,2024-07-03,Inbound,174,Voicemail
CALL-0001229,CASE-000217,CL-00193,CM-011,2025-03-03,Inbound,31,Voicemail
CALL-0001230,CASE-000217,CL-00193,CM-011,2025-06-17,Inbound,67,Callback Requested
CALL-0001231,CASE-000217,CL-00193,CM-011,2025-06-15,Outbound,54,Voicemail
CALL-0001232,CASE-000217,CL-00193,CM-011,2025-05-01,Outbound,93,Connected
CALL-0001233,CASE-000218,CL-00194,CM-008,2024-11-14,Inbound,210,Callback Requested
CALL-0001234,CASE-000218,CL-00194,CM-008,2024-10-18,Inbound,210,Voicemail
CALL-0001235,CASE-000218,CL-00194,CM-008,2025-06-30,Inbound,229,Connected
CALL-0001236,CASE-000219,CL-00195,CM-012,2024-07-03,Inbound,74,Connected
CALL-0001237,CASE-000219,CL-00195,CM-012,2024-05-14,Outbound,291,No Answer
CALL-0001238,CASE-000219,CL-00195,CM-012,2024-09-14,Inbound,37,Voicemail
CALL-0001239,CASE-000219,CL-00195,CM-012,2024-06-28,Inbound,251,No Answer
CALL-0001240,CASE-000219,CL-00195,CM-012,2024-08-25,Outbound,7,Voicemail
CALL-0001241,CASE-000220,CL-00196,CM-012,2023-12-23,Inbound,229,No Answer
CALL-0001242,CASE-000221,CL-00197,CM-001,2024-09-16,Outbound,404,Connected
CALL-0001243,CASE-000221,CL-00197,CM-001,2025-03-18,Outbound,115,Callback Requested
CALL-0001244,CASE-000221,CL-00197,CM-001,2024-07-29,Outbound,6,Callback Requested
CALL-0001245,CASE-000222,CL-00197,CM-016,2025-02-25,Outbound,48,Connected
CALL-0001246,CASE-000222,CL-00197,CM-016,2024-12-26,Outbound,174,Connected
CALL-0001247,CASE-000222,CL-00197,CM-016,2024-11-11,Inbound,811,Connected
CALL-0001248,CASE-000222,CL-00197,CM-016,2024-09-21,Outbound,55,Connected
CALL-0001249,CASE-000222,CL-00197,CM-016,2024-08-01,Outbound,31,Voicemail
CALL-0001250,CASE-000222,CL-00197,CM-016,2024-07-14,Outbound,20,Connected
CALL-0001251,CASE-000222,CL-00197,CM-016,2024-08-22,Inbound,2,Connected
CALL-0001252,CASE-000222,CL-00197,CM-016,2024-07-30,Inbound,34,Callback Requested
CALL-0001253,CASE-000222,CL-00197,CM-016,2024-09-26,Inbound,380,No Answer
CALL-0001254,CASE-000223,CL-00198,CM-003,2025-02-14,Inbound,36,Voicemail
CALL-0001255,CASE-000223,CL-00198,CM-003,2025-01-13,Outbound,47,Connected
CALL-0001256,CASE-000223,CL-00198,CM-003,2024-08-19,Outbound,38,No Answer
CALL-0001257,CASE-000223,CL-00198,CM-003,2025-02-19,Outbound,168,Callback Requested
CALL-0001258,CASE-000224,CL-00199,CM-015,2024-02-25,Inbound,124,No Answer
CALL-0001259,CASE-000224,CL-00199,CM-015,2024-03-04,Inbound,377,Connected
CALL-0001260,CASE-000224,CL-00199,CM-015,2024-02-12,Outbound,183,Voicemail
CALL-0001261,CASE-000224,CL-00199,CM-015,2024-02-22,Outbound,94,Connected
CALL-0001262,CASE-000224,CL-00199,CM-015,2024-02-08,Inbound,150,Connected
CALL-0001263,CASE-000224,CL-00199,CM-015,2024-03-03,Inbound,171,Callback Requested
CALL-0001264,CASE-000225,CL-00200,CM-006,2024-07-03,Inbound,231,No Answer
CALL-0001265,CASE-000225,CL-00200,CM-006,2024-05-16,Inbound,170,Callback Requested
CALL-0001266,CASE-000225,CL-00200,CM-006,2024-05-26,Outbound,118,Callback Requested
CALL-0001267,CASE-000225,CL-00200,CM-006,2024-06-05,Inbound,36,Connected
CALL-0001268,CASE-000225,CL-00200,CM-006,2024-07-17,Outbound,113,No Answer
CALL-0001269,CASE-000225,CL-00200,CM-006,2024-06-30,Outbound,15,No Answer
CALL-0001270,CASE-000225,CL-00200,CM-006,2024-06-02,Outbound,143,Callback Requested
