document_id,case_id,document_type,status,requested_date,received_date
DOC-0003250,CASE-000597,Witness Statement,Received,2025-04-12,2025-05-08
DOC-0003251,CASE-000598,HIPAA Authorization,Received,2024-05-25,2024-06-09
DOC-0003252,CASE-000598,Medical Bill,Received,2024-05-19,2024-06-04
DOC-0003253,CASE-000598,Insurance Declaration,Missing,2024-05-07,
DOC-0003254,CASE-000598,HIPAA Authorization,Received,2024-05-13,2024-05-25
DOC-0003255,CASE-000599,HIPAA Authorization,Received,2025-03-31,2025-05-14
DOC-0003256,CASE-000599,Photo Evidence,Received,2025-04-14,2025-05-16
DOC-0003257,CASE-000599,Retainer Agreement,Received,2025-04-14,2025-05-13
DOC-0003258,CASE-000600,Witness Statement,Received,2024-04-03,2024-05-14
DOC-0003259,CASE-000600,Demand Letter,Received,2024-04-01,2024-04-13
DOC-0003260,CASE-000600,Demand Letter,Received,2024-03-30,2024-05-03
DOC-0003261,CASE-000601,Medical Bill,Received,2024-09-22,2024-10-02
DOC-0003262,CASE-000601,HIPAA Authorization,Received,2024-09-26,2024-10-23
DOC-0003263,CASE-000601,Insurance Declaration,Missing,2024-09-18,
DOC-0003264,CASE-000601,Medical Bill,Received,2024-09-29,2024-10-17
DOC-0003265,CASE-000601,Retainer Agreement,Received,2024-10-10,2024-10-31
DOC-0003266,CASE-000601,Witness Statement,Received,2024-10-02,2024-10-25
DOC-0003267,CASE-000601,Photo Evidence,Received,2024-09-16,2024-10-23
DOC-0003268,CASE-000601,HIPAA Authorization,Missing,2024-10-04,
DOC-0003269,CASE-000602,HIPAA Authorization,Missing,2024-06-13,
DOC-0003270,CASE-000602,Medical Bill,Missing,2024-06-22,
DOC-0003271,CASE-000602,Demand Letter,Missing,2024-05-30,
DOC-0003272,CASE-000602,Police Report,Received,2024-06-05,2024-06-07
DOC-0003273,CASE-000602,HIPAA Authorization,Received,2024-06-11,2024-07-05
DOC-0003274,CASE-000602,Witness Statement,Received,2024-06-21,2024-07-03
DOC-0003275,CASE-000602,Witness Statement,Received,2024-06-04,2024-06-30
DOC-0003276,CASE-000603,Insurance Declaration,Received,2024-02-24,2024-03-25
DOC-0003277,CASE-000603,Witness Statement,Received,2024-02-28,2024-03-09
DOC-0003278,CASE-000603,Retainer Agreement,Missing,2024-03-13,
DOC-0003279,CASE-000603,Police Report,Received,2024-03-11,2024-03-26
DOC-0003280,CASE-000603,HIPAA Authorization,Received,2024-03-14,2024-03-21
DOC-0003281,CASE-000603,Witness Statement,Received,2024-03-16,2024-03-29
DOC-0003282,CASE-000604,Wage Loss Statement,Received,2025-04-29,2025-05-19
DOC-0003283,CASE-000604,Demand Letter,Received,2025-04-29,2025-05-06
DOC-0003284,CASE-000604,Police Report,Received,2025-05-14,2025-06-22
DOC-0003285,CASE-000604,Witness Statement,Received,2025-05-04,2025-06-05
DOC-0003286,CASE-000604,Medical Bill,Received,2025-05-04,2025-06-10
DOC-0003287,CASE-000604,Retainer Agreement,Received,2025-05-15,2025-05-20
DOC-0003288,CASE-000605,HIPAA Authorization,Received,2023-11-24,2024-01-04
DOC-0003289,CASE-000605,Police Report,Received,2023-12-23,2024-01-16
DOC-0003290,CASE-000605,Retainer Agreement,Missing,2023-11-27,
DOC-0003291,CASE-000606,Insurance Declaration,Received,2023-09-27,2023-10-11
DOC-0003292,CASE-000606,Demand Letter,Received,2023-09-21,2023-10-15
DOC-0003293,CASE-000606,Witness Statement,Received,2023-10-03,2023-10-05
DOC-0003294,CASE-000606,Police Report,Received,2023-09-05,2023-09-14
DOC-0003295,CASE-000606,Medical Bill,Received,2023-09-26,2023-10-26
DOC-0003296,CASE-000606,Photo Evidence,Received,2023-09-12,2023-09-16
DOC-0003297,CASE-000607,Retainer Agreement,Received,2024-05-13,2024-06-14
DOC-0003298,CASE-000607,Demand Letter,Received,2024-04-29,2024-05-12
DOC-0003299,CASE-000607,Witness Statement,Received,2024-05-19,2024-06-17
DOC-0003300,CASE-000607,Retainer Agreement,Received,2024-05-17,2024-06-23
DOC-0003301,CASE-000608,Witness Statement,Missing,2024-12-13,
DOC-0003302,CASE-000608,Photo Evidence,Received,2024-12-04,2024-12-07
DOC-0003303,CASE-000608,Photo Evidence,Received,2024-12-17,2025-01-29
DOC-0003304,CASE-000608,Medical Bill,Received,2024-12-28,2025-01-28
DOC-0003305,CASE-000608,Insurance Declaration,Received,2024-12-23,2025-01-27
DOC-0003306,CASE-000609,HIPAA Authorization,Received,2025-03-01,2025-03-08
DOC-0003307,CASE-000609,Photo Evidence,Received,2025-02-25,2025-03-30
DOC-0003308,CASE-000609,Police Report,Received,2025-03-01,2025-03-03
DOC-0003309,CASE-000609,Photo Evidence,Missing,2025-02-20,
DOC-0003310,CASE-000609,HIPAA Authorization,Received,2025-02-22,2025-03-12
DOC-0003311,CASE-000609,Photo Evidence,Received,2025-03-16,2025-04-25
DOC-0003312,CASE-000610,Insurance Declaration,Pending,2025-08-02,
DOC-0003313,CASE-000610,HIPAA Authorization,Pending,2025-07-11,
DOC-0003314,CASE-000610,HIPAA Authorization,Pending,2025-07-12,
DOC-0003315,CASE-000610,Witness Statement,Missing,2025-08-02,
DOC-0003316,CASE-000610,HIPAA Authorization,Missing,2025-07-12,
DOC-0003317,CASE-000610,Witness Statement,Pending,2025-07-23,
DOC-0003318,CASE-000610,Medical Bill,Pending,2025-07-27,
DOC-0003319,CASE-000610,Witness Statement,Pending,2025-07-28,
DOC-0003320,CASE-000611,Retainer Agreement,Missing,2024-03-25,
DOC-0003321,CASE-000611,Insurance Declaration,Missing,2024-03-26,
DOC-0003322,CASE-000611,Retainer Agreement,Received,2024-04-07,2024-05-12
DOC-0003323,CASE-000612,Wage Loss Statement,Received,2024-06-27,2024-07-03
DOC-0003324,CASE-000612,Medical Bill,Missing,2024-06-26,
DOC-0003325,CASE-000612,Retainer Agreement,Received,2024-06-11,2024-07-05
DOC-0003326,CASE-000612,Retainer Agreement,Received,2024-07-04,2024-07-28
DOC-0003327,CASE-000612,Retainer Agreement,Received,2024-07-03,2024-07-19
DOC-0003328,CASE-000612,Police Report,Received,2024-06-26,2024-07-04
DOC-0003329,CASE-000612,Police Report,Received,2024-06-19,2024-07-05
DOC-0003330,CASE-000613,Retainer Agreement,Received,2023-11-08,2023-11-17
DOC-0003331,CASE-000613,Demand Letter,Received,2023-11-06,2023-12-10
DOC-0003332,CASE-000613,Police Report,Missing,2023-11-03,
DOC-0003333,CASE-000613,Wage Loss Statement,Received,2023-11-09,2023-12-06
DOC-0003334,CASE-000613,Demand Letter,Received,2023-11-08,2023-12-21
DOC-0003335,CASE-000613,Witness Statement,Received,2023-10-29,2023-11-25
DOC-0003336,CASE-000614,Demand Letter,Missing,2024-09-14,
DOC-0003337,CASE-000614,Police Report,Missing,2024-09-17,
DOC-0003338,CASE-000614,Insurance Declaration,Received,2024-09-18,2024-11-01
DOC-0003339,CASE-000614,HIPAA Authorization,Missing,2024-09-19,
DOC-0003340,CASE-000614,Demand Letter,Missing,2024-09-19,
DOC-0003341,CASE-000615,Wage Loss Statement,Pending,2025-07-10,
DOC-0003342,CASE-000615,Photo Evidence,Missing,2025-07-08,
DOC-0003343,CASE-000615,Retainer Agreement,Pending,2025-07-22,
DOC-0003344,CASE-000615,Wage Loss Statement,Missing,2025-07-15,
DOC-0003345,CASE-000615,Insurance Declaration,Pending,2025-07-03,
DOC-0003346,CASE-000615,Insurance Declaration,Pending,2025-07-13,
DOC-0003347,CASE-000615,Insurance Declaration,Pending,2025-07-01,
DOC-0003348,CASE-000616,Medical Bill,Received,2024-12-13,2025-01-18
DOC-0003349,CASE-000616,Photo Evidence,Received,2024-12-14,2025-01-12
DOC-0003350,CASE-000616,Insurance Declaration,Received,2024-12-20,2025-01-26
DOC-0003351,CASE-000616,Medical Bill,Received,2024-12-15,2025-01-18
DOC-0003352,CASE-000617,Photo Evidence,Received,2024-10-17,2024-11-23
DOC-0003353,CASE-000617,Retainer Agreement,Received,2024-10-03,2024-10-15
DOC-0003354,CASE-000617,Medical Bill,Received,2024-09-21,2024-10-03
DOC-0003355,CASE-000617,Wage Loss Statement,Received,2024-10-14,2024-11-08
DOC-0003356,CASE-000617,Wage Loss Statement,Missing,2024-09-22,
DOC-0003357,CASE-000618,Retainer Agreement,Received,2024-06-17,2024-06-19
DOC-0003358,CASE-000618,Insurance Declaration,Missing,2024-06-25,
DOC-0003359,CASE-000618,Demand Letter,Received,2024-06-01,2024-06-23
DOC-0003360,CASE-000618,Photo Evidence,Missing,2024-06-11,
DOC-0003361,CASE-000618,Witness Statement,Received,2024-06-01,2024-07-03
DOC-0003362,CASE-000618,Retainer Agreement,Received,2024-05-29,2024-06-27
DOC-0003363,CASE-000618,Witness Statement,Received,2024-06-19,2024-07-08
DOC-0003364,CASE-000619,Retainer Agreement,Missing,2025-05-28,
DOC-0003365,CASE-000619,Police Report,Received,2025-06-08,2025-06-11
DOC-0003366,CASE-000619,Wage Loss Statement,Missing,2025-05-18,
DOC-0003367,CASE-000619,Demand Letter,Missing,2025-05-19,
DOC-0003368,CASE-000619,HIPAA Authorization,Pending,2025-06-01,
DOC-0003369,CASE-000620,Retainer Agreement,Received,2024-08-02,2024-08-09
DOC-0003370,CASE-000620,Demand Letter,Missing,2024-08-05,
DOC-0003371,CASE-000620,Retainer Agreement,Missing,2024-08-14,
DOC-0003372,CASE-000620,Wage Loss Statement,Received,2024-08-08,2024-09-20
DOC-0003373,CASE-000620,Medical Bill,Received,2024-07-25,2024-07-28
DOC-0003374,CASE-000620,Medical Bill,Received,2024-08-03,2024-08-10
DOC-0003375,CASE-000621,Photo Evidence,Received,2024-07-27,2024-08-17
DOC-0003376,CASE-000621,Insurance Declaration,Received,2024-08-03,2024-09-02
DOC-0003377,CASE-000621,Photo Evidence,Received,2024-08-07,2024-08-13
DOC-0003378,CASE-000622,Photo Evidence,Received,2023-11-05,2023-12-07
DOC-0003379,CASE-000622,Medical Bill,Received,2023-11-03,2023-12-17
DOC-0003380,CASE-000622,Witness Statement,Received,2023-10-16,2023-11-03
DOC-0003381,CASE-000622,Police Report,Received,2023-10-23,2023-10-29
DOC-0003382,CASE-000622,Insurance Declaration,Received,2023-10-19,2023-11-16
DOC-0003383,CASE-000622,Demand Letter,Received,2023-10-29,2023-11-01
DOC-0003384,CASE-000623,Wage Loss Statement,Received,2024-05-19,2024-06-10
DOC-0003385,CASE-000623,Medical Bill,Received,2024-05-27,2024-06-13
DOC-0003386,CASE-000623,Photo Evidence,Received,2024-06-03,2024-06-25
DOC-0003387,CASE-000623,Wage Loss Statement,Received,2024-05-29,2024-06-14
DOC-0003388,CASE-000623,Retainer Agreement,Received,2024-05-20,2024-06-01
DOC-0003389,CASE-000623,Demand Letter,Received,2024-06-06,2024-07-16
DOC-0003390,CASE-000624,Insurance Declaration,Received,2023-09-19,2023-10-24
DOC-0003391,CASE-000624,Wage Loss Statement,Received,2023-09-18,2023-10-16
DOC-0003392,CASE-000624,Medical Bill,Received,2023-09-13,2023-09-16
DOC-0003393,CASE-000625,Witness Statement,Missing,2023-12-14,
DOC-0003394,CASE-000625,Medical Bill,Received,2023-12-30,2024-01-22
DOC-0003395,CASE-000625,Police Report,Missing,2024-01-02,
DOC-0003396,CASE-000626,Witness Statement,Missing,2023-07-21,
DOC-0003397,CASE-000626,Witness Statement,Missing,2023-07-25,
DOC-0003398,CASE-000626,Photo Evidence,Received,2023-07-21,2023-08-15
DOC-0003399,CASE-000626,Photo Evidence,Missing,2023-08-08,
DOC-0003400,CASE-000626,Medical Bill,Received,2023-07-20,2023-08-30
DOC-0003401,CASE-000626,Retainer Agreement,Missing,2023-08-14,
DOC-0003402,CASE-000626,Photo Evidence,Missing,2023-07-23,
DOC-0003403,CASE-000627,Wage Loss Statement,Received,2024-07-28,2024-08-08
DOC-0003404,CASE-000627,Photo Evidence,Missing,2024-07-04,
DOC-0003405,CASE-000627,Photo Evidence,Received,2024-07-28,2024-08-12
DOC-0003406,CASE-000627,Retainer Agreement,Received,2024-07-08,2024-08-20
DOC-0003407,CASE-000627,Retainer Agreement,Received,2024-07-04,2024-07-26
DOC-0003408,CASE-000627,Police Report,Received,2024-07-12,2024-07-18
DOC-0003409,CASE-000627,Police Report,Received,2024-07-12,2024-08-18
DOC-0003410,CASE-000628,Retainer Agreement,Received,2024-07-22,2024-08-11
DOC-0003411,CASE-000628,Police Report,Received,2024-07-30,2024-08-16
DOC-0003412,CASE-000628,Retainer Agreement,Missing,2024-07-13,
DOC-0003413,CASE-000628,Insurance Declaration,Received,2024-07-18,2024-08-22
DOC-0003414,CASE-000629,Wage Loss Statement,Received,2024-10-16,2024-10-21
DOC-0003415,CASE-000629,Insurance Declaration,Received,2024-10-22,2024-11-18
DOC-0003416,CASE-000629,Demand Letter,Received,2024-10-14,2024-10-17
DOC-0003417,CASE-000629,Police Report,Missing,2024-10-26,
DOC-0003418,CASE-000629,Medical Bill,Received,2024-10-14,2024-11-08
DOC-0003419,CASE-000629,Insurance Declaration,Received,2024-10-12,2024-11-15
DOC-0003420,CASE-000629,Retainer Agreement,Received,2024-10-21,2024-11-27
DOC-0003421,CASE-000629,Police Report,Received,2024-10-21,2024-11-04
DOC-0003422,CASE-000630,Police Report,Received,2024-05-05,2024-06-16
DOC-0003423,CASE-000630,Police Report,Received,2024-04-30,2024-06-13
DOC-0003424,CASE-000630,Medical Bill,Received,2024-05-01,2024-06-11
DOC-0003425,CASE-000630,Photo Evidence,Received,2024-05-13,2024-06-20
DOC-0003426,CASE-000631,Insurance Declaration,Received,2024-06-24,2024-07-06
DOC-0003427,CASE-000631,Witness Statement,Missing,2024-06-15,
DOC-0003428,CASE-000631,HIPAA Authorization,Received,2024-07-09,2024-08-12
DOC-0003429,CASE-000631,Demand Letter,Missing,2024-06-17,
DOC-0003430,CASE-000631,Insurance Declaration,Received,2024-07-03,2024-07-24
DOC-0003431,CASE-000632,Demand Letter,Missing,2025-06-24,
DOC-0003432,CASE-000632,HIPAA Authorization,Missing,2025-06-30,
DOC-0003433,CASE-000632,Insurance Declaration,Pending,2025-06-25,
DOC-0003434,CASE-000632,Witness Statement,Pending,2025-06-23,
DOC-0003435,CASE-000632,Wage Loss Statement,Pending,2025-06-18,
DOC-0003436,CASE-000632,Photo Evidence,Pending,2025-06-26,
DOC-0003437,CASE-000633,Wage Loss Statement,Missing,2025-01-01,
DOC-0003438,CASE-000633,Medical Bill,Missing,2025-01-22,
DOC-0003439,CASE-000633,Insurance Declaration,Missing,2025-01-01,
DOC-0003440,CASE-000634,Insurance Declaration,Missing,2024-08-24,
DOC-0003441,CASE-000634,Retainer Agreement,Received,2024-08-23,2024-09-22
DOC-0003442,CASE-000634,Medical Bill,Missing,2024-08-23,
DOC-0003443,CASE-000634,Insurance Declaration,Received,2024-08-19,2024-08-30
DOC-0003444,CASE-000634,Insurance Declaration,Received,2024-08-25,2024-09-15
DOC-0003445,CASE-000634,Police Report,Received,2024-08-24,2024-09-27
DOC-0003446,CASE-000634,Witness Statement,Received,2024-09-07,2024-09-13
DOC-0003447,CASE-000634,Medical Bill,Received,2024-08-12,2024-08-14
DOC-0003448,CASE-000635,Witness Statement,Missing,2024-08-18,
DOC-0003449,CASE-000635,Retainer Agreement,Received,2024-09-09,2024-10-13
DOC-0003450,CASE-000635,Insurance Declaration,Received,2024-09-08,2024-10-10
DOC-0003451,CASE-000635,Witness Statement,Received,2024-09-12,2024-09-15
DOC-0003452,CASE-000635,Wage Loss Statement,Missing,2024-09-06,
DOC-0003453,CASE-000635,Photo Evidence,Received,2024-09-10,2024-10-17
DOC-0003454,CASE-000635,Police Report,Missing,2024-09-02,
DOC-0003455,CASE-000636,Wage Loss Statement,Received,2024-03-15,2024-04-14
DOC-0003456,CASE-000636,Demand Letter,Received,2024-03-07,2024-03-27
DOC-0003457,CASE-000636,Demand Letter,Received,2024-03-23,2024-05-04
DOC-0003458,CASE-000636,Witness Statement,Missing,2024-03-03,
DOC-0003459,CASE-000636,Police Report,Received,2024-03-06,2024-04-19
DOC-0003460,CASE-000637,Photo Evidence,Received,2025-05-01,2025-05-27
DOC-0003461,CASE-000637,Wage Loss Statement,Received,2025-05-01,2025-05-13
DOC-0003462,CASE-000637,Retainer Agreement,Received,2025-04-27,2025-05-18
DOC-0003463,CASE-000637,Wage Loss Statement,Pending,2025-05-26,
DOC-0003464,CASE-000637,HIPAA Authorization,Received,2025-05-11,2025-06-17
DOC-0003465,CASE-000638,Police Report,Missing,2025-05-05,
DOC-0003466,CASE-000638,Insurance Declaration,Received,2025-05-10,2025-05-20
DOC-0003467,CASE-000638,Medical Bill,Received,2025-05-11,2025-05-14
DOC-0003468,CASE-000638,Police Report,Received,2025-05-09,2025-06-19
DOC-0003469,CASE-000638,Retainer Agreement,Received,2025-05-22,2025-05-30
DOC-0003470,CASE-000638,Photo Evidence,Missing,2025-05-25,
DOC-0003471,CASE-000639,Retainer Agreement,Received,2024-01-28,2024-02-12
DOC-0003472,CASE-000639,Demand Letter,Received,2024-01-29,2024-03-02
DOC-0003473,CASE-000639,Medical Bill,Received,2024-01-09,2024-01-19
DOC-0003474,CASE-000640,Police Report,Received,2024-04-28,2024-05-19
DOC-0003475,CASE-000640,Insurance Declaration,Missing,2024-05-04,
DOC-0003476,CASE-000640,Insurance Declaration,Received,2024-04-20,2024-05-24
DOC-0003477,CASE-000641,Demand Letter,Received,2025-05-13,2025-05-30
DOC-0003478,CASE-000641,HIPAA Authorization,Missing,2025-06-03,
DOC-0003479,CASE-000641,Retainer Agreement,Missing,2025-05-28,
DOC-0003480,CASE-000642,Photo Evidence,Missing,2024-09-01,
DOC-0003481,CASE-000642,Insurance Declaration,Missing,2024-08-16,
DOC-0003482,CASE-000642,Police Report,Missing,2024-08-15,
DOC-0003483,CASE-000642,HIPAA Authorization,Received,2024-08-26,2024-09-17
DOC-0003484,CASE-000643,Medical Bill,Received,2024-08-26,2024-09-16
DOC-0003485,CASE-000643,Photo Evidence,Received,2024-09-02,2024-10-11
DOC-0003486,CASE-000643,Medical Bill,Received,2024-08-17,2024-09-22
DOC-0003487,CASE-000643,Medical Bill,Received,2024-08-25,2024-09-09
DOC-0003488,CASE-000644,Photo Evidence,Received,2024-12-22,2025-01-14
DOC-0003489,CASE-000644,Demand Letter,Missing,2025-01-02,
DOC-0003490,CASE-000644,Demand Letter,Received,2025-01-04,2025-01-29
DOC-0003491,CASE-000644,Witness Statement,Received,2025-01-19,2025-02-08
DOC-0003492,CASE-000644,Medical Bill,Received,2025-01-11,2025-02-06
DOC-0003493,CASE-000644,Insurance Declaration,Received,2025-01-03,2025-01-11
DOC-0003494,CASE-000644,Demand Letter,Received,2024-12-21,2025-01-18
DOC-0003495,CASE-000644,Demand Letter,Received,2024-12-25,2025-01-21
DOC-0003496,CASE-000645,Police Report,Missing,2024-10-02,
DOC-0003497,CASE-000645,Demand Letter,Received,2024-09-20,2024-10-22
DOC-0003498,CASE-000645,Insurance Declaration,Received,2024-09-24,2024-10-09
DOC-0003499,CASE-000645,Insurance Declaration,Received,2024-09-14,2024-10-09
DOC-0003500,CASE-000646,Police Report,Received,2024-11-04,2024-11-08
DOC-0003501,CASE-000646,Witness Statement,Missing,2024-11-15,
DOC-0003502,CASE-000646,Medical Bill,Received,2024-10-25,2024-10-28
DOC-0003503,CASE-000646,Retainer Agreement,Missing,2024-10-27,
DOC-0003504,CASE-000646,Medical Bill,Received,2024-11-10,2024-12-01
DOC-0003505,CASE-000647,Medical Bill,Received,2024-04-05,2024-05-07
DOC-0003506,CASE-000647,Witness Statement,Received,2024-03-18,2024-04-20
DOC-0003507,CASE-000647,Insurance Declaration,Received,2024-03-25,2024-05-03
DOC-0003508,CASE-000647,Witness Statement,Received,2024-03-24,2024-04-02
DOC-0003509,CASE-000647,HIPAA Authorization,Received,2024-03-14,2024-03-25
DOC-0003510,CASE-000647,Medical Bill,Missing,2024-03-25,
DOC-0003511,CASE-000647,Wage Loss Statement,Received,2024-03-30,2024-04-28
DOC-0003512,CASE-000647,Insurance Declaration,Received,2024-04-04,2024-05-04
DOC-0003513,CASE-000648,Demand Letter,Received,2024-01-13,2024-02-14
DOC-0003514,CASE-000648,Wage Loss Statement,Received,2024-01-16,2024-01-19
DOC-0003515,CASE-000648,Photo Evidence,Received,2024-01-29,2024-02-04
DOC-0003516,CASE-000648,Medical Bill,Received,2024-01-17,2024-02-02
DOC-0003517,CASE-000648,Retainer Agreement,Received,2024-01-30,2024-02-06
DOC-0003518,CASE-000649,Demand Letter,Received,2024-04-15,2024-05-12
DOC-0003519,CASE-000649,Photo Evidence,Received,2024-04-14,2024-05-24
DOC-0003520,CASE-000649,Retainer Agreement,Missing,2024-04-24,
DOC-0003521,CASE-000649,Insurance Declaration,Received,2024-04-06,2024-04-24
DOC-0003522,CASE-000649,Insurance Declaration,Received,2024-04-26,2024-05-19
DOC-0003523,CASE-000649,HIPAA Authorization,Received,2024-04-30,2024-05-16
DOC-0003524,CASE-000649,Medical Bill,Missing,2024-04-29,
DOC-0003525,CASE-000649,Police Report,Received,2024-04-04,2024-05-13
DOC-0003526,CASE-000650,Insurance Declaration,Received,2024-04-06,2024-05-06
DOC-0003527,CASE-000650,Medical Bill,Missing,2024-04-29,
DOC-0003528,CASE-000650,Wage Loss Statement,Missing,2024-04-13,
DOC-0003529,CASE-000650,HIPAA Authorization,Received,2024-04-25,2024-05-21
DOC-0003530,CASE-000651,Insurance Declaration,Received,2023-11-21,2023-12-26
DOC-0003531,CASE-000651,Police Report,Received,2023-11-09,2023-12-23
DOC-0003532,CASE-000651,HIPAA Authorization,Received,2023-11-08,2023-12-13
DOC-0003533,CASE-000651,Retainer Agreement,Missing,2023-11-20,
DOC-0003534,CASE-000652,HIPAA Authorization,Received,2025-05-04,2025-06-11
DOC-0003535,CASE-000652,Witness Statement,Received,2025-05-13,2025-06-18
DOC-0003536,CASE-000652,Witness Statement,Received,2025-04-25,2025-05-17
DOC-0003537,CASE-000652,Witness Statement,Missing,2025-04-26,
DOC-0003538,CASE-000652,HIPAA Authorization,Received,2025-05-11,2025-05-14
DOC-0003539,CASE-000652,Demand Letter,Received,2025-05-09,2025-06-05
DOC-0003540,CASE-000652,Photo Evidence,Missing,2025-05-09,
DOC-0003541,CASE-000653,Demand Letter,Received,2024-02-26,2024-03-16
DOC-0003542,CASE-000653,Demand Letter,Received,2024-03-17,2024-04-22
DOC-0003543,CASE-000653,Retainer Agreement,Received,2024-03-22,2024-03-30
DOC-0003544,CASE-000653,Demand Letter,Received,2024-03-20,2024-04-25
DOC-0003545,CASE-000653,Police Report,Received,2024-03-21,2024-04-13
DOC-0003546,CASE-000654,Photo Evidence,Received,2024-09-20,2024-10-28
DOC-0003547,CASE-000654,Insurance Declaration,Received,2024-09-11,2024-10-15
DOC-0003548,CASE-000654,Police Report,Received,2024-09-17,2024-10-13
DOC-0003549,CASE-000654,Retainer Agreement,Received,2024-09-27,2024-10-16
DOC-0003550,CASE-000654,Medical Bill,Missing,2024-09-09,
DOC-0003551,CASE-000654,Medical Bill,Received,2024-09-17,2024-10-09
DOC-0003552,CASE-000654,Police Report,Received,2024-09-02,2024-10-16
DOC-0003553,CASE-000654,Demand Letter,Missing,2024-09-06,
DOC-0003554,CASE-000655,Demand Letter,Received,2025-02-12,2025-03-09
DOC-0003555,CASE-000655,Insurance Declaration,Received,2025-02-11,2025-02-18
DOC-0003556,CASE-000655,HIPAA Authorization,Received,2025-02-08,2025-02-25
DOC-0003557,CASE-000655,Retainer Agreement,Received,2025-02-09,2025-02-13
DOC-0003558,CASE-000655,Witness Statement,Received,2025-02-16,2025-03-19
DOC-0003559,CASE-000655,Witness Statement,Received,2025-02-18,2025-04-02
DOC-0003560,CASE-000655,Retainer Agreement,Received,2025-02-22,2025-03-07
DOC-0003561,CASE-000656,Photo Evidence,Received,2025-02-12,2025-03-10
DOC-0003562,CASE-000656,Insurance Declaration,Missing,2025-02-11,
DOC-0003563,CASE-000656,Medical Bill,Received,2025-02-04,2025-03-08
DOC-0003564,CASE-000656,Wage Loss Statement,Missing,2025-02-14,
DOC-0003565,CASE-000656,HIPAA Authorization,Missing,2025-02-08,
DOC-0003566,CASE-000656,HIPAA Authorization,Received,2025-02-08,2025-03-08
DOC-0003567,CASE-000656,Retainer Agreement,Received,2025-02-22,2025-02-25
DOC-0003568,CASE-000656,Photo Evidence,Received,2025-02-02,2025-02-15
DOC-0003569,CASE-000657,HIPAA Authorization,Received,2024-07-08,2024-07-11
DOC-0003570,CASE-000657,Witness Statement,Received,2024-06-29,2024-07-04
DOC-0003571,CASE-000657,HIPAA Authorization,Missing,2024-07-01,
DOC-0003572,CASE-000657,Photo Evidence,Missing,2024-07-11,
DOC-0003573,CASE-000658,Retainer Agreement,Missing,2024-08-01,
DOC-0003574,CASE-000658,Demand Letter,Missing,2024-08-07,
DOC-0003575,CASE-000658,Wage Loss Statement,Missing,2024-08-03,
DOC-0003576,CASE-000659,Witness Statement,Pending,2025-07-08,
DOC-0003577,CASE-000659,Witness Statement,Pending,2025-07-15,
DOC-0003578,CASE-000659,Retainer Agreement,Missing,2025-07-28,
DOC-0003579,CASE-000659,Medical Bill,Pending,2025-07-17,
DOC-0003580,CASE-000659,Demand Letter,Pending,2025-07-23,
DOC-0003581,CASE-000659,Retainer Agreement,Pending,2025-07-06,
DOC-0003582,CASE-000659,Medical Bill,Pending,2025-07-18,
DOC-0003583,CASE-000660,Police Report,Received,2024-11-29,2024-12-24
DOC-0003584,CASE-000660,Retainer Agreement,Received,2024-11-15,2024-12-27
DOC-0003585,CASE-000660,Police Report,Missing,2024-11-29,
DOC-0003586,CASE-000660,Wage Loss Statement,Missing,2024-11-10,
DOC-0003587,CASE-000661,HIPAA Authorization,Missing,2024-11-20,
DOC-0003588,CASE-000661,Photo Evidence,Missing,2024-11-08,
DOC-0003589,CASE-000661,Photo Evidence,Missing,2024-11-04,
DOC-0003590,CASE-000662,Witness Statement,Missing,2025-03-05,
DOC-0003591,CASE-000662,Medical Bill,Received,2025-03-09,2025-04-03
DOC-0003592,CASE-000662,Medical Bill,Received,2025-02-27,2025-03-21
DOC-0003593,CASE-000662,Medical Bill,Missing,2025-02-25,
DOC-0003594,CASE-000662,Police Report,Received,2025-03-13,2025-04-05
DOC-0003595,CASE-000662,Medical Bill,Received,2025-02-26,2025-03-10
DOC-0003596,CASE-000663,Retainer Agreement,Received,2025-05-28,2025-06-09
DOC-0003597,CASE-000663,Retainer Agreement,Received,2025-05-21,2025-06-08
DOC-0003598,CASE-000663,HIPAA Authorization,Received,2025-05-06,2025-06-16
DOC-0003599,CASE-000663,Wage Loss Statement,Missing,2025-05-10,
DOC-0003600,CASE-000663,Insurance Declaration,Missing,2025-05-29,
DOC-0003601,CASE-000664,Demand Letter,Received,2025-02-03,2025-02-17
DOC-0003602,CASE-000664,Medical Bill,Received,2025-02-14,2025-03-18
DOC-0003603,CASE-000664,Wage Loss Statement,Received,2025-02-15,2025-03-17
DOC-0003604,CASE-000665,Wage Loss Statement,Received,2023-12-02,2024-01-13
DOC-0003605,CASE-000665,Witness Statement,Missing,2023-12-04,
DOC-0003606,CASE-000665,Witness Statement,Received,2023-12-12,2023-12-24
DOC-0003607,CASE-000666,Insurance Declaration,Missing,2024-09-09,
DOC-0003608,CASE-000666,Police Report,Missing,2024-08-29,
DOC-0003609,CASE-000666,Demand Letter,Received,2024-09-15,2024-10-08
DOC-0003610,CASE-000666,Police Report,Received,2024-09-24,2024-10-11
DOC-0003611,CASE-000666,Police Report,Received,2024-09-05,2024-10-19
DOC-0003612,CASE-000666,HIPAA Authorization,Received,2024-09-12,2024-09-22
DOC-0003613,CASE-000667,Witness Statement,Received,2023-10-01,2023-10-26
DOC-0003614,CASE-000667,Medical Bill,Received,2023-10-14,2023-11-16
